year,food_code,mod_code,method,method_description,nhanes,price_100gm
2011/2012,11100000,0,4,FNDDS recipe with modified SR codes,NA,0.091897
2011/2012,11111000,0,1,Links to FNDDS,NA,0.094505
2011/2012,11112110,0,1,Links to FNDDS,NA,0.088018
2011/2012,11112210,0,1,Links to FNDDS,NA,0.089206
2011/2012,11113000,0,1,Links to FNDDS,NA,0.088424
2011/2012,11114300,0,1,Links to FNDDS,NA,0.190547
2011/2012,11114320,0,2,Links to altEC,NA,0.191187
2011/2012,11114330,0,1,Links to FNDDS,NA,0.191187
2011/2012,11114350,0,1,Links to FNDDS,NA,0.190805
2011/2012,11115000,0,1,Links to FNDDS,NA,0.302781
2011/2012,11115100,0,1,Links to FNDDS,NA,0.164598
2011/2012,11115200,0,1,Links to FNDDS,NA,0.202687
2011/2012,11115300,0,1,Links to FNDDS,NA,0.183312
2011/2012,11116000,0,1,Links to FNDDS,NA,0.415648
2011/2012,11121300,0,4,FNDDS recipe with modified SR codes,NA,0.011687
2011/2012,11210050,0,1,Links to FNDDS,NA,0.294224
2011/2012,11211050,0,1,Links to FNDDS,NA,0.262291
2011/2012,11212050,0,1,Links to FNDDS,NA,0.328876
2011/2012,11220000,0,1,Links to FNDDS,NA,0.358871
2011/2012,11320000,0,1,Links to FNDDS,NA,0.161115
2011/2012,11320100,0,1,Links to FNDDS,NA,0.129499
2011/2012,11320200,0,2,Links to altEC,NA,0.129499
2011/2012,11321000,0,1,Links to FNDDS,NA,0.169961
2011/2012,11350000,0,1,Links to FNDDS,NA,0.160109
2011/2012,11350010,0,1,Links to FNDDS,NA,0.177798
2011/2012,11410000,0,1,Links to FNDDS,NA,0.669788
2011/2012,11411010,0,1,Links to FNDDS,NA,0.563881
2011/2012,11411100,0,1,Links to FNDDS,NA,0.398249
2011/2012,11411200,0,1,Links to FNDDS,NA,0.422659
2011/2012,11411300,0,1,Links to FNDDS,NA,0.499548
2011/2012,11420000,0,1,Links to FNDDS,NA,0.470545
2011/2012,11421000,0,1,Links to FNDDS,NA,0.51371
2011/2012,11422000,0,1,Links to FNDDS,NA,0.437965
2011/2012,11422100,0,2,Links to altEC,NA,0.382088
2011/2012,11423000,0,1,Links to FNDDS,NA,0.523112
2011/2012,11424000,0,1,Links to FNDDS,NA,0.382088
2011/2012,11427000,0,1,Links to FNDDS,NA,0.184971
2011/2012,11430000,0,1,Links to FNDDS,NA,0.473943
2011/2012,11431000,0,1,Links to FNDDS,NA,0.561702
2011/2012,11432000,0,1,Links to FNDDS,NA,0.423192
2011/2012,11432500,0,1,Links to FNDDS,NA,0.523558
2011/2012,11433000,0,1,Links to FNDDS,NA,0.555317
2011/2012,11433500,0,1,Links to FNDDS,NA,0.381298
2011/2012,11446000,0,1,Links to FNDDS,NA,NA
2011/2012,11460000,0,2,Links to altEC,NA,0.435949
2011/2012,11460160,0,1,Links to FNDDS,NA,0.27658
2011/2012,11460170,0,1,Links to FNDDS,NA,0.315179
2011/2012,11460250,0,1,Links to FNDDS,NA,0.513734
2011/2012,11460300,0,1,Links to FNDDS,NA,0.244015
2011/2012,11460410,0,1,Links to FNDDS,NA,0.643944
2011/2012,11480010,0,1,Links to FNDDS,NA,0.9772
2011/2012,11480020,0,1,Links to FNDDS,NA,0.77838
2011/2012,11511000,0,4,FNDDS recipe with modified SR codes,NA,0.229817
2011/2012,11511100,0,1,Links to FNDDS,NA,0.205839
2011/2012,11511200,0,1,Links to FNDDS,NA,0.2334
2011/2012,11511300,0,4,FNDDS recipe with modified SR codes,NA,0.10993
2011/2012,11511400,0,1,Links to FNDDS,NA,0.134892
2011/2012,11512000,0,4,FNDDS recipe with modified SR codes,NA,0.129848
2011/2012,11512510,0,4,FNDDS recipe with modified SR codes,NA,0.455439
2011/2012,11513100,0,4,FNDDS recipe with modified SR codes,NA,0.14407
2011/2012,11513150,0,4,FNDDS recipe with modified SR codes,NA,0.137379
2011/2012,11513200,0,4,FNDDS recipe with modified SR codes,NA,0.145644
2011/2012,11513500,0,4,FNDDS recipe with modified SR codes,NA,0.128438
2011/2012,11513550,0,4,FNDDS recipe with modified SR codes,NA,0.122118
2011/2012,11513600,0,4,FNDDS recipe with modified SR codes,NA,0.129925
2011/2012,11513700,0,4,FNDDS recipe with modified SR codes,NA,0.122051
2011/2012,11514100,0,4,FNDDS recipe with modified SR codes,NA,0.126789
2011/2012,11514300,0,4,FNDDS recipe with modified SR codes,NA,0.077401
2011/2012,11516000,0,4,FNDDS recipe with modified SR codes,NA,0.145974
2011/2012,11519040,0,1,Links to FNDDS,NA,0.249206
2011/2012,11519050,0,4,FNDDS recipe with modified SR codes,NA,0.158461
2011/2012,11519105,0,1,Links to FNDDS,NA,0.213319
2011/2012,11519200,0,4,FNDDS recipe with modified SR codes,NA,0.160035
2011/2012,11519205,0,4,FNDDS recipe with modified SR codes,NA,0.151588
2011/2012,11526000,0,4,FNDDS recipe with modified SR codes,NA,0.168993
2011/2012,11526000,201914,4,FNDDS recipe with modified SR codes,NA,0.172456
2011/2012,11526000,202280,4,FNDDS recipe with modified SR codes,NA,0.16574
2011/2012,11531000,0,1,Links to FNDDS,NA,0.264038
2011/2012,11531500,0,1,Links to FNDDS,NA,0.209316
2011/2012,11541120,0,4,FNDDS recipe with modified SR codes,NA,0.475288
2011/2012,11542100,0,1,Links to FNDDS,NA,1.154374
2011/2012,11542200,0,1,Links to FNDDS,NA,1.092649
2011/2012,11551050,0,2,Links to altEC,NA,0.510693
2011/2012,11553000,0,2,Links to altEC,NA,0.510693
2011/2012,11560000,0,1,Links to FNDDS,NA,0.152852
2011/2012,11561000,0,2,Links to altEC,NA,NA
2011/2012,11710000,0,2,Links to altEC,NA,NA
2011/2012,11710056,0,4,FNDDS recipe with modified SR codes,NA,0.805338
2011/2012,11710350,0,2,Links to altEC,NA,0.63287
2011/2012,11710351,0,2,Links to altEC,NA,0.742113
2011/2012,11710353,0,3,Original FNDDS recipe,NA,0.482135
2011/2012,11710354,0,3,Original FNDDS recipe,NA,0.630966
2011/2012,11710355,0,4,FNDDS recipe with modified SR codes,NA,0.647201
2011/2012,11710356,0,4,FNDDS recipe with modified SR codes,NA,0.647201
2011/2012,11710357,0,3,Original FNDDS recipe,NA,0.482491
2011/2012,11710358,0,4,FNDDS recipe with modified SR codes,NA,0.511749
2011/2012,11710359,0,4,FNDDS recipe with modified SR codes,NA,0.511749
2011/2012,11710371,0,1,Links to FNDDS,NA,NA
2011/2012,11710377,0,3,Original FNDDS recipe,NA,0.505012
2011/2012,11710378,0,4,FNDDS recipe with modified SR codes,NA,0.53414
2011/2012,11710379,0,4,FNDDS recipe with modified SR codes,NA,0.53414
2011/2012,11710471,0,1,Links to FNDDS,NA,0.835263
2011/2012,11710479,0,4,FNDDS recipe with modified SR codes,NA,0.650347
2011/2012,11710639,0,4,FNDDS recipe with modified SR codes,NA,0.537233
2011/2012,11710644,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,11710646,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,11710647,0,3,Original FNDDS recipe,NA,NA
2011/2012,11710648,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,11710649,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,11710651,0,1,Links to FNDDS,NA,NA
2011/2012,11710654,0,4,FNDDS recipe with modified SR codes,NA,0.980777
2011/2012,11710656,0,4,FNDDS recipe with modified SR codes,NA,0.997039
2011/2012,11710657,0,3,Original FNDDS recipe,NA,0.120893
2011/2012,11710658,0,4,FNDDS recipe with modified SR codes,NA,0.150151
2011/2012,11710659,0,4,FNDDS recipe with modified SR codes,NA,0.150151
2011/2012,11710664,0,3,Original FNDDS recipe,NA,0.526819
2011/2012,11710669,0,4,FNDDS recipe with modified SR codes,NA,0.55599
2011/2012,11710671,0,1,Links to FNDDS,NA,0.678609
2011/2012,11710677,0,3,Original FNDDS recipe,NA,0.535565
2011/2012,11710678,0,4,FNDDS recipe with modified SR codes,NA,0.564736
2011/2012,11710679,0,4,FNDDS recipe with modified SR codes,NA,0.564736
2011/2012,11710681,0,1,Links to FNDDS,NA,0.553729
2011/2012,11710687,0,3,Original FNDDS recipe,NA,0.318724
2011/2012,11710689,0,4,FNDDS recipe with modified SR codes,NA,0.347852
2011/2012,11710699,0,4,FNDDS recipe with modified SR codes,NA,0.417566
2011/2012,11710800,0,2,Links to altEC,NA,0.698591
2011/2012,11710801,0,1,Links to FNDDS,NA,0.698591
2011/2012,11710911,0,1,Links to FNDDS,NA,0.677828
2011/2012,11710913,0,3,Original FNDDS recipe,NA,0.368381
2011/2012,11710917,0,3,Original FNDDS recipe,NA,0.368652
2011/2012,11710918,0,4,FNDDS recipe with modified SR codes,NA,0.397824
2011/2012,11710919,0,4,FNDDS recipe with modified SR codes,NA,0.397824
2011/2012,11710929,0,4,FNDDS recipe with modified SR codes,NA,0.640078
2011/2012,11710967,0,3,Original FNDDS recipe,NA,0.55815
2011/2012,11710968,0,4,FNDDS recipe with modified SR codes,NA,0.587451
2011/2012,11710969,0,4,FNDDS recipe with modified SR codes,NA,0.587451
2011/2012,11720317,0,3,Original FNDDS recipe,NA,0.518228
2011/2012,11720318,0,4,FNDDS recipe with modified SR codes,NA,0.547356
2011/2012,11720319,0,4,FNDDS recipe with modified SR codes,NA,0.547356
2011/2012,11720416,0,4,FNDDS recipe with modified SR codes,NA,0.647201
2011/2012,11720418,0,4,FNDDS recipe with modified SR codes,NA,0.545893
2011/2012,11720419,0,4,FNDDS recipe with modified SR codes,NA,0.545893
2011/2012,11720430,0,2,Links to altEC,NA,0.93179
2011/2012,11720615,0,4,FNDDS recipe with modified SR codes,NA,0.668135
2011/2012,11720617,0,3,Original FNDDS recipe,NA,0.481982
2011/2012,11740311,0,1,Links to FNDDS,NA,0.995319
2011/2012,11740329,0,4,FNDDS recipe with modified SR codes,NA,0.859071
2011/2012,11810000,0,1,Links to FNDDS,NA,0.125823
2011/2012,11811000,0,1,Links to FNDDS,NA,0.750497
2011/2012,11830100,0,1,Links to FNDDS,NA,0.921063
2011/2012,11830110,0,1,Links to FNDDS,NA,1.057972
2011/2012,11830120,0,1,Links to FNDDS,NA,1.143788
2011/2012,11830150,0,2,Links to altEC,NA,1.29645
2011/2012,11830160,0,1,Links to FNDDS,NA,0.640461
2011/2012,11830170,0,1,Links to FNDDS,NA,0.993016
2011/2012,11830210,0,1,Links to FNDDS,NA,1.797478
2011/2012,11830260,0,1,Links to FNDDS,NA,1.064774
2011/2012,11830400,0,1,Links to FNDDS,NA,0.855005
2011/2012,12100100,0,1,Links to FNDDS,NA,0.364647
2011/2012,12110100,0,2,Links to altEC,NA,0.364647
2011/2012,12120100,0,1,Links to FNDDS,NA,0.262962
2011/2012,12120105,0,1,Links to FNDDS,NA,0.28981
2011/2012,12120110,0,1,Links to FNDDS,NA,0.258954
2011/2012,12130100,0,1,Links to FNDDS,NA,0.531349
2011/2012,12140000,0,4,FNDDS recipe with modified SR codes,NA,0.511908
2011/2012,12140100,0,1,Links to FNDDS,NA,0.986082
2011/2012,12210200,0,1,Links to FNDDS,NA,0.316187
2011/2012,12210210,0,1,Links to FNDDS,NA,0.347439
2011/2012,12210250,0,2,Links to altEC,NA,0.316187
2011/2012,12210255,0,2,Links to altEC,NA,0.316187
2011/2012,12210260,0,2,Links to altEC,NA,0.316187
2011/2012,12210270,0,1,Links to FNDDS,NA,NA
2011/2012,12210310,0,2,Links to altEC,NA,0.347439
2011/2012,12210400,0,1,Links to FNDDS,NA,0.4466
2011/2012,12210410,0,1,Links to FNDDS,NA,0.566171
2011/2012,12210420,0,1,Links to FNDDS,NA,0.591978
2011/2012,12210430,0,1,Links to FNDDS,NA,NA
2011/2012,12210440,0,1,Links to FNDDS,NA,0.734782
2011/2012,12210505,0,1,Links to FNDDS,NA,1.387777
2011/2012,12220200,0,1,Links to FNDDS,NA,0.58185
2011/2012,12220250,0,1,Links to FNDDS,NA,0.57574
2011/2012,12220270,0,1,Links to FNDDS,NA,0.596254
2011/2012,12220280,0,1,Links to FNDDS,NA,0.592774
2011/2012,12310100,0,1,Links to FNDDS,NA,0.394469
2011/2012,12310300,0,1,Links to FNDDS,NA,0.415584
2011/2012,12310350,0,1,Links to FNDDS,NA,0.417718
2011/2012,12310370,0,1,Links to FNDDS,NA,0.375717
2011/2012,12320100,0,1,Links to FNDDS,NA,0.835343
2011/2012,12350000,0,1,Links to FNDDS,NA,0.547787
2011/2012,12350100,0,1,Links to FNDDS,NA,0.773962
2011/2012,12350110,0,1,Links to FNDDS,NA,1.345074
2011/2012,13110000,0,2,Links to altEC,NA,0.550122
2011/2012,13110100,0,2,Links to altEC,NA,0.246691
2011/2012,13110110,0,1,Links to FNDDS,NA,0.235786
2011/2012,13110120,0,1,Links to FNDDS,NA,0.859126
2011/2012,13110130,0,1,Links to FNDDS,NA,0.910635
2011/2012,13110200,0,2,Links to altEC,NA,0.550122
2011/2012,13110320,0,1,Links to FNDDS,NA,0.273928
2011/2012,13110330,0,1,Links to FNDDS,NA,0.261174
2011/2012,13120050,0,2,Links to altEC,NA,0.967588
2011/2012,13120100,0,2,Links to altEC,NA,0.637278
2011/2012,13120110,0,2,Links to altEC,NA,1.018555
2011/2012,13120120,0,1,Links to FNDDS,NA,0.666805
2011/2012,13120121,0,1,Links to FNDDS,NA,0.620556
2011/2012,13120130,0,1,Links to FNDDS,NA,0.716106
2011/2012,13120140,0,1,Links to FNDDS,NA,0.644351
2011/2012,13120300,0,1,Links to FNDDS,NA,0.701674
2011/2012,13120310,0,2,Links to altEC,NA,0.770965
2011/2012,13120400,0,1,Links to FNDDS,NA,0.817958
2011/2012,13120500,0,2,Links to altEC,NA,0.370301
2011/2012,13120550,0,2,Links to altEC,NA,0.648611
2011/2012,13120700,0,4,FNDDS recipe with modified SR codes,NA,0.482151
2011/2012,13120710,0,1,Links to FNDDS,NA,0.6684
2011/2012,13120720,0,1,Links to FNDDS,NA,0.623987
2011/2012,13120730,0,4,FNDDS recipe with modified SR codes,NA,0.359791
2011/2012,13120750,0,5,Modified FNDDS recipe,NA,0.492426
2011/2012,13120770,0,5,Modified FNDDS recipe,NA,0.4238
2011/2012,13120790,0,1,Links to FNDDS,NA,0.542181
2011/2012,13120800,0,4,FNDDS recipe with modified SR codes,NA,0.125458
2011/2012,13121100,0,4,FNDDS recipe with modified SR codes,NA,0.792523
2011/2012,13130300,0,2,Links to altEC,NA,0.222221
2011/2012,13130310,0,2,Links to altEC,NA,0.173078
2011/2012,13130330,0,1,Links to FNDDS,NA,0.253849
2011/2012,13130340,0,1,Links to FNDDS,NA,0.268695
2011/2012,13130600,0,2,Links to altEC,NA,0.222221
2011/2012,13130610,0,2,Links to altEC,NA,0.173078
2011/2012,13130620,0,2,Links to altEC,NA,1.029829
2011/2012,13130700,0,2,Links to altEC,NA,0.226781
2011/2012,13135000,0,2,Links to altEC,NA,0.630582
2011/2012,13135010,0,1,Links to FNDDS,NA,0.631099
2011/2012,13140100,0,1,Links to FNDDS,NA,1.152334
2011/2012,13140500,0,4,FNDDS recipe with modified SR codes,NA,0.376353
2011/2012,13140700,0,1,Links to FNDDS,NA,0.45494
2011/2012,13140900,0,1,Links to FNDDS,NA,0.447329
2011/2012,13142000,0,1,Links to FNDDS,NA,0.697897
2011/2012,13150000,0,2,Links to altEC,NA,0.242611
2011/2012,13160160,0,1,Links to FNDDS,NA,0.281
2011/2012,13160400,0,1,Links to FNDDS,NA,0.320814
2011/2012,13161000,0,2,Links to altEC,NA,0.697897
2011/2012,13161600,0,2,Links to altEC,NA,0.58401
2011/2012,13161630,0,2,Links to altEC,NA,0.555045
2011/2012,13200110,0,1,Links to FNDDS,NA,0.56244
2011/2012,13210110,0,1,Links to FNDDS,NA,0.542296
2011/2012,13210110,202027,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,13210110,206233,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,13210220,0,2,Links to altEC,NA,0.317607
2011/2012,13210280,0,2,Links to altEC,NA,0.323565
2011/2012,13210300,0,1,Links to FNDDS,NA,0.599738
2011/2012,13210300,201627,4,FNDDS recipe with modified SR codes,NA,0.142661
2011/2012,13210350,0,1,Links to FNDDS,NA,0.634932
2011/2012,13210350,202228,4,FNDDS recipe with modified SR codes,NA,0.13305
2011/2012,13210350,202769,4,FNDDS recipe with modified SR codes,NA,0.135269
2011/2012,13210410,0,1,Links to FNDDS,NA,0.456922
2011/2012,13220110,0,2,Links to altEC,NA,0.323565
2011/2012,13220110,100034,4,FNDDS recipe with modified SR codes,NA,0.262682
2011/2012,13230110,0,1,Links to FNDDS,NA,0.323565
2011/2012,13230120,0,1,Links to FNDDS,NA,0.434959
2011/2012,13230130,0,1,Links to FNDDS,NA,0.317607
2011/2012,13230140,0,1,Links to FNDDS,NA,0.532046
2011/2012,13230200,0,1,Links to FNDDS,NA,0.315884
2011/2012,13230500,0,1,Links to FNDDS,NA,0.363201
2011/2012,13250000,0,1,Links to FNDDS,NA,NA
2011/2012,13250000,207827,4,FNDDS recipe with modified SR codes,NA,0.483255
2011/2012,13250100,0,1,Links to FNDDS,NA,NA
2011/2012,13252200,0,2,Links to altEC,NA,0.768342
2011/2012,13252500,0,4,FNDDS recipe with modified SR codes,NA,0.449766
2011/2012,13252600,0,1,Links to FNDDS,NA,1.87621
2011/2012,13411000,0,1,Links to FNDDS,NA,1.085957
2011/2012,13412000,0,2,Links to altEC,NA,0.376691
2011/2012,14010000,0,4,FNDDS recipe with modified SR codes,NA,0.951109
2011/2012,14101010,0,1,Links to FNDDS,NA,2.325151
2011/2012,14102010,0,1,Links to FNDDS,NA,1.744834
2011/2012,14103010,0,1,Links to FNDDS,NA,2.752243
2011/2012,14103020,0,1,Links to FNDDS,NA,2.112955
2011/2012,14104100,0,1,Links to FNDDS,NA,1.052277
2011/2012,14104110,0,1,Links to FNDDS,NA,1.254906
2011/2012,14104115,0,1,Links to FNDDS,NA,NA
2011/2012,14104200,0,1,Links to FNDDS,NA,1.019119
2011/2012,14104250,0,1,Links to FNDDS,NA,1.076216
2011/2012,14104400,0,1,Links to FNDDS,NA,1.779636
2011/2012,14104600,0,1,Links to FNDDS,NA,2.338133
2011/2012,14104700,0,1,Links to FNDDS,NA,2.749205
2011/2012,14105010,0,1,Links to FNDDS,NA,1.748732
2011/2012,14105200,0,1,Links to FNDDS,NA,3.760812
2011/2012,14106200,0,1,Links to FNDDS,NA,1.039259
2011/2012,14106500,0,1,Links to FNDDS,NA,1.121888
2011/2012,14107010,0,1,Links to FNDDS,NA,1.361694
2011/2012,14107020,0,1,Links to FNDDS,NA,1.128637
2011/2012,14107030,0,1,Links to FNDDS,NA,1.019099
2011/2012,14107040,0,1,Links to FNDDS,NA,NA
2011/2012,14107060,0,1,Links to FNDDS,NA,NA
2011/2012,14107200,0,1,Links to FNDDS,NA,1.200203
2011/2012,14107250,0,1,Links to FNDDS,NA,NA
2011/2012,14108010,0,1,Links to FNDDS,NA,1.487032
2011/2012,14108015,0,1,Links to FNDDS,NA,0.931133
2011/2012,14108020,0,1,Links to FNDDS,NA,2.194131
2011/2012,14108400,0,1,Links to FNDDS,NA,1.268739
2011/2012,14108420,0,1,Links to FNDDS,NA,NA
2011/2012,14109010,0,1,Links to FNDDS,NA,1.280788
2011/2012,14109020,0,1,Links to FNDDS,NA,NA
2011/2012,14109030,0,1,Links to FNDDS,NA,NA
2011/2012,14109040,0,1,Links to FNDDS,NA,NA
2011/2012,14110010,0,1,Links to FNDDS,NA,NA
2011/2012,14120010,0,1,Links to FNDDS,NA,1.014312
2011/2012,14120020,0,1,Links to FNDDS,NA,NA
2011/2012,14131000,0,1,Links to FNDDS,NA,1.139832
2011/2012,14131500,0,1,Links to FNDDS,NA,1.01315
2011/2012,14133000,0,1,Links to FNDDS,NA,0.922236
2011/2012,14134000,0,1,Links to FNDDS,NA,1.209403
2011/2012,14200100,0,1,Links to FNDDS,NA,0.632327
2011/2012,14201010,0,1,Links to FNDDS,NA,0.461955
2011/2012,14201200,0,1,Links to FNDDS,NA,1.183015
2011/2012,14201500,0,1,Links to FNDDS,NA,0.518361
2011/2012,14203020,0,1,Links to FNDDS,NA,0.456793
2011/2012,14203510,0,1,Links to FNDDS,NA,1.094089
2011/2012,14204010,0,1,Links to FNDDS,NA,0.480984
2011/2012,14204020,0,4,FNDDS recipe with modified SR codes,NA,0.425298
2011/2012,14301010,0,1,Links to FNDDS,NA,0.722197
2011/2012,14303010,0,1,Links to FNDDS,NA,0.730023
2011/2012,14410100,0,1,Links to FNDDS,NA,1.637238
2011/2012,14410110,0,1,Links to FNDDS,NA,0.726298
2011/2012,14410120,0,1,Links to FNDDS,NA,NA
2011/2012,14410130,0,1,Links to FNDDS,NA,NA
2011/2012,14410210,0,1,Links to FNDDS,NA,NA
2011/2012,14410330,0,1,Links to FNDDS,NA,0.89283
2011/2012,14410380,0,2,Links to altEC,NA,0.730023
2011/2012,14410500,0,1,Links to FNDDS,NA,1.623775
2011/2012,14410600,0,1,Links to FNDDS,NA,NA
2011/2012,14420100,0,2,Links to altEC,NA,0.836052
2011/2012,14420160,0,2,Links to altEC,NA,1.680504
2011/2012,14420200,0,1,Links to FNDDS,NA,0.917949
2011/2012,14420210,0,1,Links to FNDDS,NA,NA
2011/2012,14502000,0,1,Links to FNDDS,NA,0.992606
2011/2012,14610520,0,4,FNDDS recipe with modified SR codes,NA,1.254276
2011/2012,14620100,0,4,FNDDS recipe with modified SR codes,NA,0.647751
2011/2012,14620120,0,4,FNDDS recipe with modified SR codes,NA,1.177829
2011/2012,14620150,0,2,Links to altEC,NA,0.748919
2011/2012,14620200,0,2,Links to altEC,NA,0.96936
2011/2012,14640000,0,4,FNDDS recipe with modified SR codes,NA,0.450144
2011/2012,14650100,0,1,Links to FNDDS,NA,0.505676
2011/2012,14650160,0,1,Links to FNDDS,NA,0.491343
2011/2012,14660200,0,2,Links to altEC,NA,0.795971
2011/2012,14710100,0,4,FNDDS recipe with modified SR codes,NA,0.282307
2011/2012,14710200,0,1,Links to FNDDS,NA,0.699768
2011/2012,2.00E+07,0,4,FNDDS recipe with modified SR codes,NA,1.641869
2011/2012,21000100,0,2,Links to altEC,NA,1.770084
2011/2012,21000120,0,2,Links to altEC,NA,1.816861
2011/2012,21003000,0,2,Links to altEC,NA,1.770084
2011/2012,21101000,0,2,Links to altEC,NA,1.278909
2011/2012,21101020,0,2,Links to altEC,NA,1.329919
2011/2012,21101110,0,2,Links to altEC,NA,1.278909
2011/2012,21101120,0,2,Links to altEC,NA,1.278909
2011/2012,21101130,0,2,Links to altEC,NA,1.329919
2011/2012,21102110,0,2,Links to altEC,NA,1.278909
2011/2012,21102120,0,2,Links to altEC,NA,1.278909
2011/2012,21102130,0,2,Links to altEC,NA,1.329919
2011/2012,21103110,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,21103120,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,21103130,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,21104110,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,21105120,0,2,Links to altEC,NA,1.278909
2011/2012,21105130,0,2,Links to altEC,NA,1.329919
2011/2012,21301000,0,1,Links to FNDDS,NA,NA
2011/2012,21304110,0,2,Links to altEC,NA,NA
2011/2012,21304120,0,2,Links to altEC,NA,NA
2011/2012,21304210,0,1,Links to FNDDS,NA,0.832772
2011/2012,21401000,0,2,Links to altEC,NA,1.18871
2011/2012,21401110,0,2,Links to altEC,NA,1.18871
2011/2012,21401120,0,2,Links to altEC,NA,1.484553
2011/2012,21407000,0,2,Links to altEC,NA,1.189095
2011/2012,21407120,0,2,Links to altEC,NA,1.322448
2011/2012,21416000,0,2,Links to altEC,NA,NA
2011/2012,21416120,0,2,Links to altEC,NA,NA
2011/2012,21416150,0,2,Links to altEC,NA,1.287346
2011/2012,21417100,0,2,Links to altEC,NA,1.700747
2011/2012,21417110,0,2,Links to altEC,NA,1.700747
2011/2012,21417120,0,2,Links to altEC,NA,2.048103
2011/2012,21420100,0,2,Links to altEC,NA,1.508579
2011/2012,21500100,0,2,Links to altEC,NA,1.038465
2011/2012,21500300,0,2,Links to altEC,NA,1.038465
2011/2012,21501000,0,2,Links to altEC,NA,NA
2011/2012,21501200,0,2,Links to altEC,NA,1.061072
2011/2012,21501300,0,2,Links to altEC,NA,NA
2011/2012,21501350,0,2,Links to altEC,NA,NA
2011/2012,21501360,0,2,Links to altEC,NA,NA
2011/2012,21540100,0,2,Links to altEC,NA,1.023687
2011/2012,21601000,0,1,Links to FNDDS,NA,NA
2011/2012,21602100,0,1,Links to FNDDS,NA,3.178526
2011/2012,21603000,0,2,Links to altEC,NA,1.35793
2011/2012,21701010,0,1,Links to FNDDS,NA,1.271909
2011/2012,22000100,0,2,Links to altEC,NA,NA
2011/2012,22000120,0,4,FNDDS recipe with modified SR codes,NA,1.243991
2011/2012,22001000,0,2,Links to altEC,NA,0.955699
2011/2012,22002000,0,2,Links to altEC,NA,0.983924
2011/2012,22002100,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,22002800,0,1,Links to FNDDS,NA,3.965342
2011/2012,22101000,0,2,Links to altEC,NA,1.627477
2011/2012,22101110,0,2,Links to altEC,NA,1.664062
2011/2012,22101120,0,4,FNDDS recipe with modified SR codes,NA,1.243991
2011/2012,22101150,0,4,FNDDS recipe with modified SR codes,NA,1.223947
2011/2012,22101210,0,2,Links to altEC,NA,1.16609
2011/2012,22101220,0,2,Links to altEC,NA,1.403874
2011/2012,22101310,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,22101320,0,4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,22101520,0,2,Links to altEC,NA,1.403874
2011/2012,22107000,0,2,Links to altEC,NA,1.383502
2011/2012,22107010,0,2,Links to altEC,NA,1.383502
2011/2012,22107020,0,2,Links to altEC,NA,1.634261
2011/2012,22201120,0,2,Links to altEC,NA,1.701322
2011/2012,22201220,0,2,Links to altEC,NA,1.701322
2011/2012,22210400,0,2,Links to altEC,NA,1.821778
2011/2012,22300140,0,2,Links to altEC,NA,NA
2011/2012,22311000,0,1,Links to FNDDS,NA,1.083803
2011/2012,22311010,0,2,Links to altEC,NA,NA
2011/2012,22311020,0,1,Links to FNDDS,NA,NA
2011/2012,22311450,0,1,Links to FNDDS,NA,4.015642
2011/2012,22311500,0,1,Links to FNDDS,NA,0.76072
2011/2012,22400100,0,1,Links to FNDDS,NA,1.266538
2011/2012,22400110,0,1,Links to FNDDS,NA,1.217051
2011/2012,22400120,0,1,Links to FNDDS,NA,NA
2011/2012,22421020,0,2,Links to altEC,NA,NA
2011/2012,22501010,0,2,Links to altEC,NA,1.830497
2011/2012,22600100,0,2,Links to altEC,NA,2.368144
2011/2012,22600200,0,2,Links to altEC,NA,2.368144
2011/2012,22601000,0,2,Links to altEC,NA,2.111296
2011/2012,22601040,0,2,Links to altEC,NA,2.368144
2011/2012,22621000,0,2,Links to altEC,NA,0.998054
2011/2012,22701000,0,4,FNDDS recipe with modified SR codes,NA,1.10912
2011/2012,22701010,0,2,Links to altEC,NA,1.898735
2011/2012,22701020,0,2,Links to altEC,NA,2.276739
2011/2012,22701030,0,4,FNDDS recipe with modified SR codes,NA,0.907635
2011/2012,22701040,0,1,Links to FNDDS,NA,1.345955
2011/2012,22701050,0,2,Links to altEC,NA,3.064489
2011/2012,22704010,0,2,Links to altEC,NA,2.36132
2011/2012,22705010,0,1,Links to FNDDS,NA,NA
2011/2012,22706010,0,1,Links to FNDDS,NA,1.455083
2011/2012,22707010,0,2,Links to altEC,NA,3.662119
2011/2012,22708010,0,1,Links to FNDDS,NA,NA
2011/2012,22709010,0,1,Links to FNDDS,NA,1.511578
