year,food_code,mod_code,method,method_description,nhanes,price_100gm
2017/2018,27116100,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.966477
2017/2018,27116110,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.61725
2017/2018,27116200,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.394079
2017/2018,27116300,NA,5,Modified FNDDS recipe,Base,1.144653
2017/2018,27116350,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.732309
2017/2018,27116400,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.877719
2017/2018,27118120,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.902486
2017/2018,27118130,NA,3,Original FNDDS recipe,Base,2.451555
2017/2018,27118180,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.160764
2017/2018,27120020,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.832994
2017/2018,27120030,NA,1,Links to FNDDS,Base,1.26677
2017/2018,27120060,NA,5,Modified FNDDS recipe,Base,0.651338
2017/2018,27120110,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.678932
2017/2018,27120120,NA,1,Links to FNDDS,Base,0.331156
2017/2018,27120130,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.520029
2017/2018,27120150,NA,1,Links to FNDDS,Base,1.704871
2017/2018,27120210,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.516631
2017/2018,27120250,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.481497
2017/2018,27121000,NA,1,Links to FNDDS,Base,1.678835
2017/2018,27121410,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.50808
2017/2018,27133010,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.741992
2017/2018,27136050,NA,3,Original FNDDS recipe,Base,1.807122
2017/2018,27136080,NA,3,Original FNDDS recipe,Base,1.882545
2017/2018,27141000,NA,5,Modified FNDDS recipe,Base,0.621192
2017/2018,27141030,NA,2,Links to altEC,Base,0.297165
2017/2018,27141035,NA,2,Links to altEC,Base,0.26188
2017/2018,27141050,NA,1,Links to FNDDS,Base,1.439504
2017/2018,27141500,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.59956
2017/2018,27142000,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.706024
2017/2018,27142200,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.816945
2017/2018,27143000,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.688558
2017/2018,27144000,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.669227
2017/2018,27145000,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.839139
2017/2018,27146011,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.672602
2017/2018,27146100,NA,1,Links to FNDDS,Base,0.925562
2017/2018,27146110,NA,2,Links to altEC,Base,0.925562
2017/2018,27146150,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.749978
2017/2018,27146155,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.487402
2017/2018,27146160,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.774202
2017/2018,27146200,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.68489
2017/2018,27146250,NA,1,Links to FNDDS,Base,1.450286
2017/2018,27146300,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.604653
2017/2018,27146350,NA,1,Links to FNDDS,Base,1.017032
2017/2018,27146360,NA,1,Links to FNDDS,Base,0.98009
2017/2018,27150060,NA,4,FNDDS recipe with replaced or modified SR codes,Base,2.718879
2017/2018,27150110,NA,1,Links to FNDDS,Base,2.434393
2017/2018,27150130,NA,1,Links to FNDDS,Base,2.366425
2017/2018,27150151,NA,2,Links to altEC,Base,0.297165
2017/2018,27150155,NA,2,Links to altEC,Base,0.26188
2017/2018,27150170,NA,1,Links to FNDDS,Base,1.069627
2017/2018,27150210,NA,1,Links to FNDDS,Base,1.402549
2017/2018,27150230,NA,4,FNDDS recipe with replaced or modified SR codes,Base,2.685192
2017/2018,27150310,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.43516
2017/2018,27150320,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.035956
2017/2018,27150325,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.658986
2017/2018,27150370,NA,2,Links to altEC,Base,1.326808
2017/2018,27150410,NA,1,Links to FNDDS,Base,1.50768
2017/2018,27151030,NA,2,Links to altEC,Base,4.623862
2017/2018,27160010,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.490678
2017/2018,27160100,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.9608
2017/2018,27161010,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.866879
2017/2018,27162010,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.404195
2017/2018,27162040,NA,1,Links to FNDDS,Base,0.255495
2017/2018,27162060,NA,2,Links to altEC,Base,0.26188
2017/2018,27162500,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.754915
2017/2018,27211000,NA,1,Links to FNDDS,Base,0.878573
2017/2018,27211100,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.599198
2017/2018,27211110,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.791866
2017/2018,27211200,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.589173
2017/2018,27211300,NA,1,Links to FNDDS,Base,0.628899
2017/2018,27211400,NA,1,Links to FNDDS,Base,0.591581
2017/2018,27211500,NA,2,Links to altEC,Base,0.878573
2017/2018,27211550,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.598371
2017/2018,27212000,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.60109
2017/2018,27212050,NA,5,Modified FNDDS recipe,Base,0.44873
2017/2018,27212100,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.413696
2017/2018,27212120,NA,1,Links to FNDDS,Base,0.906605
2017/2018,27212150,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.749775
2017/2018,27212200,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.609346
2017/2018,27212300,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.526228
2017/2018,27212350,NA,5,Modified FNDDS recipe,Base,0.725842
2017/2018,27212400,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.561385
2017/2018,27213000,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.419214
2017/2018,27213010,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.938485
2017/2018,27213100,NA,1,Links to FNDDS,Base,0.761205
2017/2018,27213120,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.614455
2017/2018,27213150,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.356617
2017/2018,27213500,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.97632
2017/2018,27213600,NA,5,Modified FNDDS recipe,Base,0.364643
2017/2018,27214100,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.837237
2017/2018,27214110,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.693619
2017/2018,27218210,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.041146
2017/2018,27220010,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.843447
2017/2018,27220080,NA,1,Links to FNDDS,Base,0.740581
2017/2018,27220110,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.284361
2017/2018,27220120,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.249869
2017/2018,27220210,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.342201
2017/2018,27220310,NA,1,Links to FNDDS,Base,2.698191
2017/2018,27220510,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.449228
2017/2018,27220520,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.388356
2017/2018,27221150,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.492244
2017/2018,27235000,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.786945
2017/2018,27241010,NA,1,Links to FNDDS,Base,0.98668
2017/2018,27242000,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.323014
2017/2018,27242300,NA,1,Links to FNDDS,Base,0.815935
2017/2018,27242310,NA,2,Links to altEC,Base,0.535029
2017/2018,27242400,NA,1,Links to FNDDS,Base,0.694842
2017/2018,27243000,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.217596
2017/2018,27243100,NA,1,Links to FNDDS,Base,1.588466
2017/2018,27243300,NA,2,Links to altEC,Base,1.356398
2017/2018,27246100,NA,5,Modified FNDDS recipe,Base,0.561439
2017/2018,27246200,NA,1,Links to FNDDS,Base,1.587901
2017/2018,27246500,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.035629
2017/2018,27246505,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.882572
2017/2018,27250030,NA,1,Links to FNDDS,Base,0.433339
2017/2018,27250040,NA,1,Links to FNDDS,Base,1.31695
2017/2018,27250050,NA,1,Links to FNDDS,Base,0.917618
2017/2018,27250070,NA,1,Links to FNDDS,Base,1.293175
2017/2018,27250120,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.747552
2017/2018,27250126,NA,1,Links to FNDDS,Base,1.107333
2017/2018,27250128,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.394301
2017/2018,27250130,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.638818
2017/2018,27250132,NA,1,Links to FNDDS,Base,1.575029
2017/2018,27250400,NA,1,Links to FNDDS,Base,0.594642
2017/2018,27250410,NA,1,Links to FNDDS,Base,0.445641
2017/2018,27250520,NA,1,Links to FNDDS,Base,0.902524
2017/2018,27250610,NA,1,Links to FNDDS,Base,0.836289
2017/2018,27250630,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.630487
2017/2018,27250810,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.440466
2017/2018,27260010,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.837096
2017/2018,27260080,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.794014
2017/2018,27260100,NA,1,Links to FNDDS,Base,0.535475
2017/2018,27260110,NA,1,Links to FNDDS,Base,0.581981
2017/2018,27311120,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.627841
2017/2018,27311210,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.562961
2017/2018,27311310,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.487811
2017/2018,27311320,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.477144
2017/2018,27311410,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.43981
2017/2018,27311420,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.453786
2017/2018,27311510,NA,1,Links to FNDDS,Base,1.517642
2017/2018,27311600,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.60021
2017/2018,27311610,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.561936
2017/2018,27311620,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.55092
2017/2018,27311630,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.521529
2017/2018,27311635,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.589198
2017/2018,27313010,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.630589
2017/2018,27313020,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.614055
2017/2018,27313160,NA,2,Links to altEC,Base,0.521224
2017/2018,27313220,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.511429
2017/2018,27313310,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.554239
2017/2018,27313410,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.592983
2017/2018,27313420,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.580233
2017/2018,27315010,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.527374
2017/2018,27315020,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.510616
2017/2018,27315210,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.448325
2017/2018,27315220,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.435829
2017/2018,27315250,NA,1,Links to FNDDS,Base,1.053792
2017/2018,27315340,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.461648
2017/2018,27315410,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.516143
2017/2018,27315510,NA,1,Links to FNDDS,Base,0.848877
2017/2018,27317010,NA,1,Links to FNDDS,Base,0.602826
2017/2018,27320025,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.445775
2017/2018,27320027,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.462982
2017/2018,27320040,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.478761
2017/2018,27320100,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.413231
2017/2018,27320110,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.400795
2017/2018,27320120,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.465711
2017/2018,27320130,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.453171
2017/2018,27320210,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.461869
2017/2018,27320310,NA,2,Links to altEC,Base,0.297306
2017/2018,27320320,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.585752
2017/2018,27320330,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.605969
2017/2018,27320340,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.325562
2017/2018,27320350,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.313031
2017/2018,27330030,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.840479
2017/2018,27330170,NA,1,Links to FNDDS,Base,2.48542
2017/2018,27330210,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.779468
2017/2018,27330220,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.788679
2017/2018,27336100,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.685119
2017/2018,27336150,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.720137
2017/2018,27341000,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.532196
2017/2018,27341010,NA,1,Links to FNDDS,Base,0.834467
2017/2018,27341020,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.429417
2017/2018,27341025,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.455764
2017/2018,27341030,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.443446
2017/2018,27341035,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.427845
2017/2018,27341040,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.416359
2017/2018,27341045,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.437122
2017/2018,27341050,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.424263
2017/2018,27341055,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.389795
2017/2018,27341060,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.377571
2017/2018,27341310,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.344324
2017/2018,27341320,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.361036
2017/2018,27341510,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.513642
2017/2018,27341520,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.524933
2017/2018,27343010,NA,2,Links to altEC,Base,0.535029
2017/2018,27343020,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.413002
2017/2018,27343410,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.444099
2017/2018,27343420,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.431424
2017/2018,27343470,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.416428
2017/2018,27343480,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.404718
2017/2018,27343510,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.376786
2017/2018,27343520,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.364308
2017/2018,27343910,NA,2,Links to altEC,Base,0.297306
2017/2018,27343950,NA,2,Links to altEC,Base,0.535029
2017/2018,27343960,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.411695
2017/2018,27345010,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.329383
2017/2018,27345020,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.311899
2017/2018,27345410,NA,1,Links to FNDDS,Base,1.356398
2017/2018,27345420,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.335236
2017/2018,27345440,NA,1,Links to FNDDS,Base,0.83054
2017/2018,27345450,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.333958
2017/2018,27345510,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.302576
2017/2018,27345520,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.29015
2017/2018,27347100,NA,1,Links to FNDDS,Base,0.658151
2017/2018,27347240,NA,1,Links to FNDDS,Base,0.923644
2017/2018,27347250,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.595462
2017/2018,27350050,NA,1,Links to FNDDS,Base,1.077812
2017/2018,27350060,NA,1,Links to FNDDS,Base,1.404666
2017/2018,27350080,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.709157
2017/2018,27350090,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.582663
2017/2018,27350100,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.569692
2017/2018,27350110,NA,3,Original FNDDS recipe,Base,2.518452
2017/2018,27350410,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.679645
2017/2018,27351010,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.650087
2017/2018,27351040,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.303895
2017/2018,27360000,NA,2,Links to altEC,Base,0.506281
2017/2018,27360010,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.060294
2017/2018,27360090,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.035098
2017/2018,27362000,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.502923
2017/2018,27363000,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.634045
2017/2018,27363100,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.645235
2017/2018,27410210,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.908204
2017/2018,27410220,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.769558
2017/2018,27410250,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.17484
2017/2018,27411100,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.714963
2017/2018,27411200,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.643871
2017/2018,27415100,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.975871
2017/2018,27415110,NA,1,Links to FNDDS,Base,1.20986
2017/2018,27415120,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.721911
2017/2018,27415170,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.232208
2017/2018,27415200,NA,1,Links to FNDDS,Base,1.125242
2017/2018,27416150,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.965216
2017/2018,27416200,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.123314
2017/2018,27416400,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.971699
2017/2018,27416450,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.835805
2017/2018,27416500,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.813518
2017/2018,27418110,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.437289
2017/2018,27418310,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.084928
2017/2018,27420020,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.664576
2017/2018,27420060,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.614939
2017/2018,27420080,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.641838
2017/2018,27420160,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.696627
2017/2018,27420170,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.614743
2017/2018,27420350,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.520517
2017/2018,27420370,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.609142
2017/2018,27420400,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.499481
2017/2018,27420410,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.477431
2017/2018,27420450,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.473522
2017/2018,27420460,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.450971
2017/2018,27420500,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.660453
2017/2018,27420520,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.755257
2017/2018,27430400,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.235589
2017/2018,27430410,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.250685
2017/2018,27430610,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.547397
2017/2018,27440110,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.512346
2017/2018,27440120,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.435321
2017/2018,27440130,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.672781
2017/2018,27442110,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.57546
2017/2018,27442120,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.553407
2017/2018,27443110,NA,1,Links to FNDDS,Base,0.625082
2017/2018,27443120,NA,2,Links to altEC,Base,0.625082
2017/2018,27443150,NA,1,Links to FNDDS,Base,1.49015
2017/2018,27445110,NA,1,Links to FNDDS,Base,1.007079
2017/2018,27445120,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.606144
2017/2018,27445125,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.456881
2017/2018,27445130,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.435162
2017/2018,27445150,NA,1,Links to FNDDS,Base,1.057223
2017/2018,27445220,NA,1,Links to FNDDS,Base,1.278684
2017/2018,27446100,NA,1,Links to FNDDS,Base,0.35692
2017/2018,27446200,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.615692
2017/2018,27446205,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.667279
2017/2018,27446220,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.601698
2017/2018,27446225,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.616198
2017/2018,27446230,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.617271
2017/2018,27446235,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.616198
2017/2018,27446240,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.629036
2017/2018,27446245,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.630027
2017/2018,27446260,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.614668
2017/2018,27446315,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.073396
2017/2018,27446320,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.105476
2017/2018,27446350,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.974869
2017/2018,27446355,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.020255
2017/2018,27450010,NA,1,Links to FNDDS,Base,1.058241
2017/2018,27450040,NA,2,Links to altEC,Base,0.394583
2017/2018,27450060,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.766154
2017/2018,27450061,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.76391
2017/2018,27450062,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.765647
2017/2018,27450063,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.76391
2017/2018,27450066,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.787667
2017/2018,27450068,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.760271
2017/2018,27450070,NA,1,Links to FNDDS,Base,2.182154
2017/2018,27450080,NA,1,Links to FNDDS,Base,1.195081
2017/2018,27450090,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.800533
2017/2018,27450100,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.739511
2017/2018,27450130,NA,1,Links to FNDDS,Base,1.168726
2017/2018,27450250,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.706892
2017/2018,27450310,NA,3,Original FNDDS recipe,Base,0.635465
2017/2018,27450400,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.366882
2017/2018,27450405,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.303167
2017/2018,27450410,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.326164
2017/2018,27450420,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.378756
2017/2018,27450450,NA,4,FNDDS recipe with replaced or modified SR codes,Base,2.023533
2017/2018,27450600,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.406537
2017/2018,27450660,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.975178
2017/2018,27450700,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.71882
2017/2018,27450710,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.697181
2017/2018,27450750,NA,4,FNDDS recipe with replaced or modified SR codes,Base,1.032295
2017/2018,27460510,NA,1,Links to FNDDS,Base,2.832959
2017/2018,27460750,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.916175
2017/2018,27464000,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.676695
2017/2018,27500050,NA,2,Links to altEC,Base,1.298164
2017/2018,27500300,NA,2,Links to altEC,Base,1.697092
2017/2018,27510130,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.950999
2017/2018,27510140,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.870471
2017/2018,27510160,NA,2,Links to altEC,Base,1.001962
2017/2018,27510170,NA,2,Links to altEC,Base,1.001962
2017/2018,27510171,NA,2,Links to altEC,Base,1.001962
2017/2018,27510172,NA,2,Links to altEC,Base,1.001962
2017/2018,27510190,NA,2,Links to altEC,Base,1.001962
2017/2018,27510195,NA,2,Links to altEC,Base,1.001962
2017/2018,27510215,NA,2,Links to altEC,Base,1.001962
2017/2018,27510231,NA,2,Links to altEC,Base,1.001962
2017/2018,27510232,NA,2,Links to altEC,Base,1.001962
2017/2018,27510235,NA,2,Links to altEC,Base,1.199634
2017/2018,27510241,NA,1,Links to FNDDS,Base,1.488133
2017/2018,27510242,NA,2,Links to altEC,Base,1.001962
2017/2018,27510245,NA,2,Links to altEC,Base,1.001962
2017/2018,27510257,NA,2,Links to altEC,Base,1.001962
2017/2018,27510386,NA,2,Links to altEC,Base,1.001962
2017/2018,27510387,NA,2,Links to altEC,Base,1.001962
2017/2018,27510388,NA,2,Links to altEC,Base,1.001962
2017/2018,27510389,NA,2,Links to altEC,Base,1.001962
2017/2018,27510401,NA,2,Links to altEC,Base,1.001962
2017/2018,27510501,NA,2,Links to altEC,Base,1.569467
2017/2018,27510531,NA,2,Links to altEC,Base,1.570383
2017/2018,27510551,NA,2,Links to altEC,Base,2.164548
2017/2018,27510552,NA,2,Links to altEC,Base,2.164548
2017/2018,27510553,NA,2,Links to altEC,Base,2.164548
2017/2018,27510565,NA,2,Links to altEC,Base,2.164548
2017/2018,27510575,NA,2,Links to altEC,Base,1.570383
2017/2018,27510601,NA,2,Links to altEC,Base,2.164548
2017/2018,27510615,NA,2,Links to altEC,Base,2.164548
2017/2018,27510631,NA,4,FNDDS recipe with replaced or modified SR codes,Base,0.949758
2017/2018,27510632,NA,2,Links to altEC,Base,2.164548
2017/2018,27510635,NA,2,Links to altEC,Base,2.164548
2017/2018,27510671,NA,2,Links to altEC,Base,2.164548
2017/2018,27510700,NA,2,Links to altEC,Base,1.199634
2017/2018,27510705,NA,2,Links to altEC,Base,0.461463
